body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,5700.116400000
10005,10005,0,0,8,ok,ok,300,5261.802300000
10005,10005,0,0,8,ok,ok,300,5585.559200000
10005,10005,0,0,8,ok,ok,300,5687.057300000
10005,10005,0,0,8,ok,ok,300,5683.971600000
10005,10005,0,0,8,ok,ok,300,5439.036400000
10005,10005,0,0,8,ok,ok,300,5541.903900000
10005,10005,0,0,8,ok,ok,300,5410.214200000
10005,10005,0,0,8,ok,ok,300,5653.385800000
10005,10005,0,0,8,ok,ok,300,5598.158300000
