body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,1448.156600000
10005,10005,0,0,0,ok,ok,300,1453.813800000
10005,10005,0,0,0,ok,ok,300,1476.599100000
10005,10005,0,0,0,ok,ok,300,1474.504700000
10005,10005,0,0,0,ok,ok,300,1473.582900000
10005,10005,0,0,0,ok,ok,300,1480.623300000
10005,10005,0,0,0,ok,ok,300,1479.543800000
10005,10005,0,0,0,ok,ok,300,1486.944000000
10005,10005,0,0,0,ok,ok,300,1481.072700000
10005,10005,0,0,0,ok,ok,300,1479.189500000
