body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,3027.109300000
10005,10005,0,0,8,ok,ok,300,3018.382700000
10005,10005,0,0,8,ok,ok,300,3031.373200000
10005,10005,0,0,8,ok,ok,300,3006.287100000
10005,10005,0,0,8,ok,ok,300,3044.070400000
10005,10005,0,0,8,ok,ok,300,3025.140800000
10005,10005,0,0,8,ok,ok,300,3039.775900000
10005,10005,0,0,8,ok,ok,300,3033.789400000
10005,10005,0,0,8,ok,ok,300,3030.344400000
10005,10005,0,0,8,ok,ok,300,3026.882900000
