body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,3134.398600000
10005,10005,0,0,0,ok,ok,300,3124.762000000
10005,10005,0,0,0,ok,ok,300,3109.404800000
10005,10005,0,0,0,ok,ok,300,3138.120400000
10005,10005,0,0,0,ok,ok,300,3149.276800000
10005,10005,0,0,0,ok,ok,300,3108.735600000
10005,10005,0,0,0,ok,ok,300,3108.966400000
10005,10005,0,0,0,ok,ok,300,3148.878000000
10005,10005,0,0,0,ok,ok,300,3092.920400000
10005,10005,0,0,0,ok,ok,300,3085.792200000
