body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,5341.617600000
10005,10005,0,0,0,ok,ok,300,5364.348400000
10005,10005,0,0,0,ok,ok,300,5328.864600000
10005,10005,0,0,0,ok,ok,300,5431.852800000
10005,10005,0,0,0,ok,ok,300,5413.835200000
10005,10005,0,0,0,ok,ok,300,5363.671400000
10005,10005,0,0,0,ok,ok,300,5345.496100000
10005,10005,0,0,0,ok,ok,300,5343.619700000
10005,10005,0,0,0,ok,ok,300,5320.890700000
10005,10005,0,0,0,ok,ok,300,5341.437500000
