body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,4064.566800000
10005,10005,0,0,8,ok,ok,300,4065.288300000
10005,10005,0,0,8,ok,ok,300,4092.490300000
10005,10005,0,0,8,ok,ok,300,3985.565400000
10005,10005,0,0,8,ok,ok,300,3993.188000000
10005,10005,0,0,8,ok,ok,300,4021.810700000
10005,10005,0,0,8,ok,ok,300,4014.915100000
10005,10005,0,0,8,ok,ok,300,4059.509700000
10005,10005,0,0,8,ok,ok,300,4110.156500000
10005,10005,0,0,8,ok,ok,300,4106.210800000
