run_id,engine_id,engine_ref,host_route,toolchain_id,case_id,benchmark_mode,thread_count,step_count,warmup_steps,repeat_index,body_count,shape_count,query_count,ms_per_step,steps_per_second,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,runtime_route,timing_scope,effective_thread_count,sleeping_status,fixture_semantic,fixture_version,static_box_count,physics_settings,build_settings,requested_thread_count,requested_worker_count,requested_taskgraph_worker_count,actual_taskgraph_worker_count,effective_worker_count,main_thread_participates,unity_editor_version,unity_physics_package_version,entities_package_version,burst_package_version,collections_package_version,build_target,backend,burst_enabled_state,safety_check_state,package_lock_sha256,completed_step_count,physics_elapsed_ms,render_elapsed_ms,present_wait_ms,visual_validation_status,proof_path,raw_path
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,0,10005,10005,0,43.793620667,22.834375984,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13138.086200000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,1,10005,10005,0,43.958045667,22.748964037,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13187.413700000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,2,10005,10005,0,43.462922667,23.008116773,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13038.876800000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,3,10005,10005,0,43.183883333,23.156787274,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,12955.165000000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,4,10005,10005,0,43.693527333,22.886685077,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13108.058200000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,5,10005,10005,0,43.846191667,22.806997871,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13153.857500000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,6,10005,10005,0,43.700128000,22.883228168,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13110.038400000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,7,10005,10005,0,43.423142333,23.029194717,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13026.942700000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,8,10005,10005,0,44.731275333,22.355722982,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,13419.382600000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10,avian3d,fc99fdcdbff804fbbe6dc1eb7fc4137e677853d2,windows,rust_1_95_msvc_cargo_release,box_container_pile_10k,headless_api,2,300,30,9,10005,10005,0,47.711411000,20.959346602,0,0,19,ok,ok,avian3d_polygon_runner,bevy_physics_schedule,2,disabled,open_container_falling_pile,avian3d_open_container_v1,5,substeps=4; sleep=disabled; solver_defaults=avian,"Rust 1.95 Cargo release; Avian3D 0.8.0-dev; Bevy 0.19.0; features 3d,f32,parry-f32,parallel,simd",2,2,,,2,yes,,,,,,,,,,,300,14313.423300000,,,,,results/box-container-pile-10k/intel-core-i7-13700k/2026-07-09_0112_ddr5-4800_threads-1-2-3-4-5-6-8-16-24_r10/raw/avian3d/t2/avian3d_t2_raw.csv
