body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,11,ok,ok,300,4828.352600000
10005,10005,0,0,11,ok,ok,300,4864.708200000
10005,10005,0,0,11,ok,ok,300,4833.306500000
10005,10005,0,0,11,ok,ok,300,4823.164400000
10005,10005,0,0,11,ok,ok,300,4839.598000000
10005,10005,0,0,11,ok,ok,300,4744.930400000
10005,10005,0,0,11,ok,ok,300,4718.409900000
10005,10005,0,0,11,ok,ok,300,4714.216800000
10005,10005,0,0,11,ok,ok,300,4726.661900000
10005,10005,0,0,11,ok,ok,300,4711.050600000
