body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,8430.817500000
10005,10005,0,0,2,ok,ok,300,8448.802900000
10005,10005,0,0,2,ok,ok,300,8415.272900000
10005,10005,0,0,2,ok,ok,300,8391.410700000
10005,10005,0,0,2,ok,ok,300,8384.878000000
10005,10005,0,0,2,ok,ok,300,8389.955300000
10005,10005,0,0,2,ok,ok,300,8424.941300000
10005,10005,0,0,2,ok,ok,300,9205.942300000
10005,10005,0,0,2,ok,ok,300,8691.634200000
10005,10005,0,0,2,ok,ok,300,8357.883600000
