body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,4710.780400000
10005,10005,0,0,2,ok,ok,300,4786.356000000
10005,10005,0,0,2,ok,ok,300,5005.052400000
10005,10005,0,0,2,ok,ok,300,4712.104100000
10005,10005,0,0,2,ok,ok,300,4642.162800000
10005,10005,0,0,2,ok,ok,300,4791.227400000
10005,10005,0,0,2,ok,ok,300,4781.103800000
10005,10005,0,0,2,ok,ok,300,4772.271600000
10005,10005,0,0,2,ok,ok,300,4720.403100000
10005,10005,0,0,2,ok,ok,300,4691.452900000
