body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,5239.698200000
10005,10005,0,0,8,ok,ok,300,5217.762400000
10005,10005,0,0,8,ok,ok,300,5172.834300000
10005,10005,0,0,8,ok,ok,300,5249.365600000
10005,10005,0,0,8,ok,ok,300,5259.095600000
10005,10005,0,0,8,ok,ok,300,5241.560800000
10005,10005,0,0,8,ok,ok,300,5413.808900000
10005,10005,0,0,8,ok,ok,300,5221.183300000
10005,10005,0,0,8,ok,ok,300,5223.735200000
10005,10005,0,0,8,ok,ok,300,5195.975100000
