body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,5771.100300000
10005,10005,0,0,2,ok,ok,300,5850.805600000
10005,10005,0,0,2,ok,ok,300,5934.735100000
10005,10005,0,0,2,ok,ok,300,5766.929100000
10005,10005,0,0,2,ok,ok,300,5648.557200000
10005,10005,0,0,2,ok,ok,300,5670.765800000
10005,10005,0,0,2,ok,ok,300,5646.132800000
10005,10005,0,0,2,ok,ok,300,5678.028200000
10005,10005,0,0,2,ok,ok,300,5684.606300000
10005,10005,0,0,2,ok,ok,300,5646.891900000
