body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,2568.114900000
10005,10005,0,0,0,ok,ok,300,2556.002200000
10005,10005,0,0,0,ok,ok,300,2561.838700000
10005,10005,0,0,0,ok,ok,300,2524.107400000
10005,10005,0,0,0,ok,ok,300,2516.108900000
10005,10005,0,0,0,ok,ok,300,2538.571000000
10005,10005,0,0,0,ok,ok,300,2526.604300000
10005,10005,0,0,0,ok,ok,300,2523.809800000
10005,10005,0,0,0,ok,ok,300,2517.724600000
10005,10005,0,0,0,ok,ok,300,2527.351300000
