body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,15295.558700000
10005,10005,0,0,8,ok,ok,300,16019.566100000
10005,10005,0,0,8,ok,ok,300,15093.108900000
10005,10005,0,0,8,ok,ok,300,15638.186700000
10005,10005,0,0,8,ok,ok,300,15953.673900000
10005,10005,0,0,8,ok,ok,300,15185.132400000
10005,10005,0,0,8,ok,ok,300,14620.418700000
10005,10005,0,0,8,ok,ok,300,15471.878000000
10005,10005,0,0,8,ok,ok,300,15792.400600000
10005,10005,0,0,8,ok,ok,300,15147.579800000
