body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,2767.772000000
10005,10005,0,0,0,ok,ok,300,2539.242700000
10005,10005,0,0,0,ok,ok,300,2581.999800000
10005,10005,0,0,0,ok,ok,300,2568.484700000
10005,10005,0,0,0,ok,ok,300,2808.427700000
10005,10005,0,0,0,ok,ok,300,2581.574900000
10005,10005,0,0,0,ok,ok,300,2574.966200000
10005,10005,0,0,0,ok,ok,300,2569.560200000
10005,10005,0,0,0,ok,ok,300,2580.245200000
10005,10005,0,0,0,ok,ok,300,2801.529300000
