body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,3615.192100000
10005,10005,0,0,8,ok,ok,300,3432.535900000
10005,10005,0,0,8,ok,ok,300,3528.242900000
10005,10005,0,0,8,ok,ok,300,3431.590000000
10005,10005,0,0,8,ok,ok,300,3569.059200000
10005,10005,0,0,8,ok,ok,300,3548.061300000
10005,10005,0,0,8,ok,ok,300,3523.624800000
10005,10005,0,0,8,ok,ok,300,3526.441000000
10005,10005,0,0,8,ok,ok,300,3534.061200000
10005,10005,0,0,8,ok,ok,300,3532.187900000
