body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,11,ok,ok,300,5907.755600000
10005,10005,0,0,11,ok,ok,300,5943.000400000
10005,10005,0,0,11,ok,ok,300,5953.942500000
10005,10005,0,0,11,ok,ok,300,5933.209000000
10005,10005,0,0,11,ok,ok,300,6359.941900000
10005,10005,0,0,11,ok,ok,300,5942.397200000
10005,10005,0,0,11,ok,ok,300,5905.558200000
10005,10005,0,0,11,ok,ok,300,5892.113300000
10005,10005,0,0,11,ok,ok,300,5904.382300000
10005,10005,0,0,11,ok,ok,300,5937.063500000
