body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,15726.645200000
10005,10005,0,0,2,ok,ok,300,14793.559700000
10005,10005,0,0,2,ok,ok,300,14552.202700000
10005,10005,0,0,2,ok,ok,300,15769.106000000
10005,10005,0,0,2,ok,ok,300,14629.457300000
10005,10005,0,0,2,ok,ok,300,14088.455800000
10005,10005,0,0,2,ok,ok,300,15412.955300000
10005,10005,0,0,2,ok,ok,300,15608.355600000
10005,10005,0,0,2,ok,ok,300,14711.833800000
10005,10005,0,0,2,ok,ok,300,14971.494400000
