body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,6164.834300000
10005,10005,0,0,2,ok,ok,300,6195.707100000
10005,10005,0,0,2,ok,ok,300,6260.470100000
10005,10005,0,0,2,ok,ok,300,6037.826200000
10005,10005,0,0,2,ok,ok,300,6003.272600000
10005,10005,0,0,2,ok,ok,300,6158.511500000
10005,10005,0,0,2,ok,ok,300,5925.384500000
10005,10005,0,0,2,ok,ok,300,6121.433200000
10005,10005,0,0,2,ok,ok,300,5921.529900000
10005,10005,0,0,2,ok,ok,300,5934.560000000
