body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,5163.883400000
10005,10005,0,0,2,ok,ok,300,5175.330100000
10005,10005,0,0,2,ok,ok,300,5057.332600000
10005,10005,0,0,2,ok,ok,300,5142.561300000
10005,10005,0,0,2,ok,ok,300,5117.302400000
10005,10005,0,0,2,ok,ok,300,5115.856100000
10005,10005,0,0,2,ok,ok,300,5133.899400000
10005,10005,0,0,2,ok,ok,300,5110.910900000
10005,10005,0,0,2,ok,ok,300,5038.248900000
10005,10005,0,0,2,ok,ok,300,5154.948900000
