body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,3871.603200000
10005,10005,0,0,0,ok,ok,300,3897.431600000
10005,10005,0,0,0,ok,ok,300,3837.975500000
10005,10005,0,0,0,ok,ok,300,3856.672500000
10005,10005,0,0,0,ok,ok,300,3873.403100000
10005,10005,0,0,0,ok,ok,300,4010.174200000
10005,10005,0,0,0,ok,ok,300,4035.906500000
10005,10005,0,0,0,ok,ok,300,3851.549000000
10005,10005,0,0,0,ok,ok,300,3859.790500000
10005,10005,0,0,0,ok,ok,300,3849.700800000
