body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,8857.406600000
10005,10005,0,0,0,ok,ok,300,8938.129400000
10005,10005,0,0,0,ok,ok,300,8959.404200000
10005,10005,0,0,0,ok,ok,300,8924.418100000
10005,10005,0,0,0,ok,ok,300,8848.360400000
10005,10005,0,0,0,ok,ok,300,8934.239000000
10005,10005,0,0,0,ok,ok,300,8884.232300000
10005,10005,0,0,0,ok,ok,300,9023.581700000
10005,10005,0,0,0,ok,ok,300,8957.884000000
10005,10005,0,0,0,ok,ok,300,8911.196600000
