body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,3850.630200000
10005,10005,0,0,0,ok,ok,300,3872.005100000
10005,10005,0,0,0,ok,ok,300,3855.291500000
10005,10005,0,0,0,ok,ok,300,3835.079300000
10005,10005,0,0,0,ok,ok,300,3837.584800000
10005,10005,0,0,0,ok,ok,300,3805.259200000
10005,10005,0,0,0,ok,ok,300,3801.136700000
10005,10005,0,0,0,ok,ok,300,3843.464300000
10005,10005,0,0,0,ok,ok,300,3783.237200000
10005,10005,0,0,0,ok,ok,300,4164.789000000
