body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,11,ok,ok,300,3112.107500000
10005,10005,0,0,11,ok,ok,300,3135.789200000
10005,10005,0,0,11,ok,ok,300,3132.167500000
10005,10005,0,0,11,ok,ok,300,3128.932500000
10005,10005,0,0,11,ok,ok,300,3090.873000000
10005,10005,0,0,11,ok,ok,300,3126.459400000
10005,10005,0,0,11,ok,ok,300,3133.204900000
10005,10005,0,0,11,ok,ok,300,3111.137600000
10005,10005,0,0,11,ok,ok,300,3101.675500000
10005,10005,0,0,11,ok,ok,300,3078.745300000
