body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,effective_thread_count,effective_worker_count,physics_elapsed_ms
10005,10005,0,0,113,ok,ok,1,1,8474.892700000
10005,10005,0,0,113,ok,ok,1,1,8180.094700000
10005,10005,0,0,113,ok,ok,1,1,7985.295200000
10005,10005,0,0,113,ok,ok,1,1,7921.578400000
10005,10005,0,0,113,ok,ok,1,1,7917.671300000
10005,10005,0,0,113,ok,ok,1,1,8459.591700000
10005,10005,0,0,113,ok,ok,1,1,8515.393500000
10005,10005,0,0,113,ok,ok,1,1,8457.425100000
10005,10005,0,0,113,ok,ok,1,1,8062.517100000
10005,10005,0,0,113,ok,ok,1,1,7993.011600000
