body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,effective_thread_count,effective_worker_count,physics_elapsed_ms
10005,10005,0,0,113,ok,ok,2,2,5722.772900000
10005,10005,0,0,113,ok,ok,2,2,5712.896000000
10005,10005,0,0,113,ok,ok,2,2,5835.968700000
10005,10005,0,0,113,ok,ok,2,2,5793.137000000
10005,10005,0,0,113,ok,ok,2,2,5739.028900000
10005,10005,0,0,113,ok,ok,2,2,5786.515100000
10005,10005,0,0,113,ok,ok,2,2,5778.853100000
10005,10005,0,0,113,ok,ok,2,2,5631.109100000
10005,10005,0,0,113,ok,ok,2,2,5650.266300000
10005,10005,0,0,113,ok,ok,2,2,5626.638200000
