body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,2366.690500000
10005,10005,0,0,0,ok,ok,300,2371.191400000
10005,10005,0,0,0,ok,ok,300,2385.559700000
10005,10005,0,0,0,ok,ok,300,2363.983900000
10005,10005,0,0,0,ok,ok,300,2378.453900000
10005,10005,0,0,0,ok,ok,300,2366.158600000
10005,10005,0,0,0,ok,ok,300,2397.733000000
10005,10005,0,0,0,ok,ok,300,2396.046300000
10005,10005,0,0,0,ok,ok,300,2393.050800000
10005,10005,0,0,0,ok,ok,300,2367.928200000
