body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,effective_thread_count,effective_worker_count,physics_elapsed_ms
10005,10005,0,0,113,ok,ok,3,3,5147.289300000
10005,10005,0,0,113,ok,ok,3,3,5219.111400000
10005,10005,0,0,113,ok,ok,3,3,5257.066300000
10005,10005,0,0,113,ok,ok,3,3,5390.418300000
10005,10005,0,0,113,ok,ok,3,3,5376.798300000
10005,10005,0,0,113,ok,ok,3,3,5359.001800000
10005,10005,0,0,113,ok,ok,3,3,5389.688500000
10005,10005,0,0,113,ok,ok,3,3,5303.733400000
10005,10005,0,0,113,ok,ok,3,3,5208.838300000
10005,10005,0,0,113,ok,ok,3,3,5181.227400000
