body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,9502.004500000
10005,10005,0,0,0,ok,ok,300,9578.915200000
10005,10005,0,0,0,ok,ok,300,9871.182400000
10005,10005,0,0,0,ok,ok,300,9609.304300000
10005,10005,0,0,0,ok,ok,300,9492.935100000
10005,10005,0,0,0,ok,ok,300,9470.748300000
10005,10005,0,0,0,ok,ok,300,9627.424400000
10005,10005,0,0,0,ok,ok,300,9556.301200000
10005,10005,0,0,0,ok,ok,300,9793.709400000
10005,10005,0,0,0,ok,ok,300,9551.466000000
