body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,2,ok,ok,300,4031.632900000
10005,10005,0,0,2,ok,ok,300,4035.616500000
10005,10005,0,0,2,ok,ok,300,4010.877100000
10005,10005,0,0,2,ok,ok,300,4061.009800000
10005,10005,0,0,2,ok,ok,300,4040.302000000
10005,10005,0,0,2,ok,ok,300,4026.435200000
10005,10005,0,0,2,ok,ok,300,4029.977600000
10005,10005,0,0,2,ok,ok,300,4030.306000000
10005,10005,0,0,2,ok,ok,300,4021.605600000
10005,10005,0,0,2,ok,ok,300,4077.956800000
