body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,4393.279600000
10005,10005,0,0,0,ok,ok,300,4354.552000000
10005,10005,0,0,0,ok,ok,300,4396.811300000
10005,10005,0,0,0,ok,ok,300,4392.520900000
10005,10005,0,0,0,ok,ok,300,4370.664600000
10005,10005,0,0,0,ok,ok,300,4374.390100000
10005,10005,0,0,0,ok,ok,300,4494.435300000
10005,10005,0,0,0,ok,ok,300,4381.322500000
10005,10005,0,0,0,ok,ok,300,4533.866100000
10005,10005,0,0,0,ok,ok,300,4395.440900000
