body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,0,ok,ok,300,5190.157400000
10005,10005,0,0,0,ok,ok,300,5173.778700000
10005,10005,0,0,0,ok,ok,300,5161.999900000
10005,10005,0,0,0,ok,ok,300,5170.478500000
10005,10005,0,0,0,ok,ok,300,5193.192400000
10005,10005,0,0,0,ok,ok,300,5202.223800000
10005,10005,0,0,0,ok,ok,300,5164.743800000
10005,10005,0,0,0,ok,ok,300,5152.653700000
10005,10005,0,0,0,ok,ok,300,5151.172000000
10005,10005,0,0,0,ok,ok,300,5281.989600000
