body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,11,ok,ok,300,3555.603100000
10005,10005,0,0,11,ok,ok,300,3379.013600000
10005,10005,0,0,11,ok,ok,300,3579.416600000
10005,10005,0,0,11,ok,ok,300,3547.240900000
10005,10005,0,0,11,ok,ok,300,3532.096100000
10005,10005,0,0,11,ok,ok,300,3565.028800000
10005,10005,0,0,11,ok,ok,300,3517.734900000
10005,10005,0,0,11,ok,ok,300,3485.466900000
10005,10005,0,0,11,ok,ok,300,3452.952600000
10005,10005,0,0,11,ok,ok,300,3522.156100000
