body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,8,ok,ok,300,6271.120000000
10005,10005,0,0,8,ok,ok,300,6294.289400000
10005,10005,0,0,8,ok,ok,300,6298.464700000
10005,10005,0,0,8,ok,ok,300,6281.707600000
10005,10005,0,0,8,ok,ok,300,6294.855000000
10005,10005,0,0,8,ok,ok,300,6350.055200000
10005,10005,0,0,8,ok,ok,300,6644.887300000
10005,10005,0,0,8,ok,ok,300,6392.475500000
10005,10005,0,0,8,ok,ok,300,6503.903000000
10005,10005,0,0,8,ok,ok,300,6291.949900000
